ID	Bin	TaxonRelativeAbundance	Domain	Phylum	Class	Order	Family	Species
OTU_DN_7671	Bin3	1.50687074406468e-06	Bacteria	Parcubacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18694	Bin3	1.50058898117511e-06	Bacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19765	Bin3	2.04392392515151e-06	Bacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_942	Bin4	9.78409075992689e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6328	Bin4	8.77770463023919e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6101	Bin4	8.77770463023919e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19371	Bin4	2.04392392515151e-06	Bacteria	WWE3	NA	NA	NA	NA
JQ228404.1.1374	Bin4	2.19481448356625e-06	Bacteria	WWE3	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_6454	Bin4	2.22804507263538e-06	Bacteria	WWE3	NA	NA	NA	NA
OTU_DN_17448	Bin4	1.22221000012222e-06	Bacteria	WWE3	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7506	Bin4	4.3888523151196e-06	Bacteria	WWE3	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_3899	Bin4	1.67599637984782e-06	Bacteria	WWE3	NA	NA	NA	NA
OTU_DN_13550	Bin4	1.74767430977723e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5347	Bin4	4.1129668292151e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4035	Bin4	2.65642720241363e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2946	Bin4	3.25097694810194e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2043	Bin4	3.23803667265674e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13062	Bin4	1.69348010160881e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6967	Bin4	9.18930276083468e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_10632	Bin4	1.49968103149518e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4133	Bin4	2.09244418405139e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5906	Bin4	1.62516148725157e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5741	Bin4	3.60228731331677e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4382	Bin4	2.37761240162629e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14599	Bin4	6.0548814454213e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19578	Bin4	2.04392392515151e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11648	Bin4	1.75554092604784e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6801	Bin4	5.76551644613566e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18356	Bin4	1.51178435907902e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12240	Bin4	5.64579416563631e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17049	Bin4	1.33040266033785e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8570	Bin4	9.68365846177181e-07	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2693	Bin4	8.96230859462461e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3192	Bin4	5.35619574865302e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5850	Bin4	1.6455415286978e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13626	Bin4	1.21097628908426e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11003	Bin4	1.89283879905584e-06	Bacteria	Candidatus Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2647	Bin5	5.96566333632311e-06	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	uncultured bacterium
OTU_DN_3685	Bin5	2.70707211372362e-06	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	uncultured bacterium
OTU_DN_6402	Bin5	3.52629203340104e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_1481	Bin5	4.01796435439729e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_12148	Bin5	2.50424323040428e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_2530	Bin5	8.36131038231516e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_14438	Bin5	1.41428712857284e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_5681	Bin5	4.01543835913267e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7209	Bin5	2.02623587659141e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5989	Bin5	1.67030793023268e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_10636	Bin5	8.77770463023919e-07	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1801	Bin5	3.0558270069869e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7781	Bin5	3.97143742206054e-07	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2440	Bin5	2.23466183979709e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13427	Bin5	1.65954571827354e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14017	Bin5	2.34532576574886e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
KC620693.1.1473	Bin5	3.22972777258414e-05	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4816	Bin5	3.21604900011563e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15720	Bin5	2.44132097352316e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7020	Bin5	2.99243198359293e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_2005	Bin5	6.33288759990085e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1283	Bin5	9.04145372256034e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_13281	Bin5	5.64493367202935e-07	Bacteria	Microgenomates	Candidatus Woesebacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_4152	Bin5	1.81272733978152e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_10552	Bin5	1.09053947299268e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8756	Bin5	2.58256270499518e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_2179	Bin5	8.63508854255491e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
GQ472409.1.1410	Bin5	1.05073294115658e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6039	Bin5	3.38087227867034e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1950	Bin5	9.65847688833915e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4422	Bin5	3.57978593317995e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17490	Bin5	1.66309102097158e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_2038	Bin5	4.9874057588569e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_12399	Bin5	4.0048714840224e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_3339	Bin5	4.13051029725415e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_14626	Bin5	1.21097628908426e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium	uncultured Microgenomates group bacterium
OTU_DN_1226	Bin5	9.83726935680712e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4667	Bin5	2.582994893028e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6209	Bin5	3.14862544491677e-06	Bacteria	Microgenomates	Candidatus Woesebacteria	NA	NA	NA
OTU_DN_12462	Bin5	2.63331138907176e-06	Bacteria	Microgenomates	Candidatus Amesbacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_18275	Bin5	1.93740106263927e-06	Bacteria	Microgenomates	Candidatus Amesbacteria	Candidatus Amesbacteria bacterium GW2011_GWA2_42_12	Candidatus Amesbacteria bacterium GW2011_GWA2_42_12	Candidatus Amesbacteria bacterium GW2011_GWA2_42_12
OTU_DN_18280	Bin5	1.158091002791e-06	Bacteria	Microgenomates	Candidatus Amesbacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_3562	Bin5	5.78863744155019e-06	Bacteria	Microgenomates	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3533	Bin5	3.0826310496213e-06	Bacteria	Microgenomates	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15280	Bin5	7.81775255249621e-07	Bacteria	Microgenomates	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ121081.1.1429	Bin5	6.79682510478034e-07	Bacteria	Microgenomates	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JX120451.1.1418	Bin5	3.29684967671084e-06	Bacteria	Microgenomates	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13456	Bin5	7.3270720166303e-07	Bacteria	Microgenomates	Candidatus Pacebacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8906	Bin7	8.77770463023919e-07	Archaea	Diapherotrites	Diapherotrites Incertae Sedis	Unknown Order	Unknown Family	Diapherotrites archaeon SCGC AAA011-N19
OTU_DN_13180	Bin7	2.74828125327783e-06	Archaea	Diapherotrites	Diapherotrites Incertae Sedis	Unknown Order	Unknown Family	Diapherotrites archaeon SCGC AAA011-N19
OTU_DN_16018	Bin7	5.76551644613566e-07	Archaea	Diapherotrites	Diapherotrites Incertae Sedis	Unknown Order	Unknown Family	Diapherotrites archaeon SCGC AAA011-N19
KJ566437.1.985	Bin6	4.88264194704632e-06	Archaea	Parvarchaeota	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_12867	Bin6	1.69348010160881e-06	Archaea	Parvarchaeota	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
KJ566463.1.1065	Bin6	3.36452985511936e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
KJ566507.1.954	Bin6	1.92426079606947e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_5147	Bin6	2.356087977708e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_6181	Bin6	2.91333431690974e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
KP308737.1.907	Bin6	3.99301255449045e-06	Archaea	Woesearchaeota (DHVEG-6)	NA	NA	NA	NA
KJ566504.1.953	Bin6	1.97878049577578e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_13013	Bin6	2.23458403229418e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_13909	Bin6	1.41051681336042e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_2108	Bin6	5.5470987963591e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_12774	Bin6	1.12898673440587e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_6117	Bin6	3.17014986883505e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_10219	Bin6	5.94565134992912e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
KF360009.1.1258	Bin6	2.44750596259224e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_3165	Bin6	1.68133616931377e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_2568	Bin6	8.90289018471287e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_2112	Bin6	4.09240908536473e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_6537	Bin6	7.92537467208762e-07	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_4505	Bin6	5.76817106997695e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_3790	Bin6	3.32985364850622e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_4001	Bin6	4.65159549725556e-07	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_518	Bin6	4.29803350324075e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_2015	Bin6	2.41807330164981e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_2837	Bin6	1.92952776039417e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_17065	Bin6	1.57431272245838e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_1480	Bin6	1.48636683724768e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_8051	Bin6	1.16264094440935e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_11524	Bin6	5.61036432603863e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_6475	Bin6	5.08149884055694e-06	Archaea	Woesearchaeota (DHVEG-6)	NA	NA	NA	NA
OTU_DN_6482	Bin6	1.00648253644529e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_13337	Bin6	2.05930583385698e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_13315	Bin6	1.12898673440587e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_2136	Bin6	1.31208835043744e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	uncultured archaeon	uncultured archaeon	uncultured archaeon
OTU_DN_1172	Bin6	4.42804873113578e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
JF754492.1.914	Bin6	3.30379523198386e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
KJ566458.1.955	Bin6	5.36393272433164e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_4768	Bin6	2.9713634691537e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_425	Bin6	4.69584453432803e-05	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
OTU_DN_5705	Bin6	8.43098285783633e-06	Archaea	Woesearchaeota (DHVEG-6)	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote
