"SpeciesID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Species"
"178"	"OTU_DN_18315"	"Bacteria"	"Parcubacteria"	"Candidatus Nomurabacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"179"	"OTU_DN_16343"	"Bacteria"	"Parcubacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"180"	"OTU_DN_7671"	"Bacteria"	"Parcubacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"181"	"OTU_DN_18694"	"Bacteria"	"Parcubacteria"	"Candidatus Nomurabacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"182"	"OTU_DN_19765"	"Bacteria"	"Parcubacteria"	"Candidatus Nomurabacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"183"	"OTU_DN_942"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"184"	"OTU_DN_6328"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"185"	"OTU_DN_6101"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"186"	"OTU_DN_19371"	"Bacteria"	"WWE3"	NA	NA	NA	NA
"187"	"JQ228404.1.1374"	"Bacteria"	"WWE3"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"188"	"OTU_DN_6454"	"Bacteria"	"WWE3"	NA	NA	NA	NA
"189"	"OTU_DN_17448"	"Bacteria"	"WWE3"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"190"	"OTU_DN_7506"	"Bacteria"	"WWE3"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"191"	"OTU_DN_3899"	"Bacteria"	"WWE3"	NA	NA	NA	NA
"192"	"OTU_DN_13550"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"193"	"OTU_DN_5347"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"194"	"OTU_DN_4035"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"195"	"OTU_DN_2946"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"196"	"OTU_DN_2043"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"197"	"OTU_DN_13062"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"198"	"OTU_DN_6967"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"199"	"OTU_DN_10632"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"200"	"OTU_DN_4133"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"201"	"OTU_DN_5906"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"202"	"OTU_DN_5741"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"203"	"OTU_DN_4382"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"204"	"OTU_DN_14599"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"205"	"OTU_DN_19578"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"206"	"OTU_DN_11648"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"207"	"OTU_DN_6801"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"208"	"OTU_DN_18356"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"209"	"OTU_DN_12240"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"210"	"OTU_DN_17049"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"211"	"OTU_DN_8570"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"212"	"OTU_DN_2693"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"213"	"OTU_DN_3192"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"214"	"OTU_DN_5850"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"215"	"OTU_DN_13626"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"216"	"OTU_DN_11003"	"Bacteria"	"Candidatus Berkelbacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"217"	"OTU_DN_2647"	"Bacteria"	"Spirochaetae"	"Spirochaetes"	"Spirochaetales"	"Spirochaetaceae"	"uncultured bacterium"
"218"	"OTU_DN_3685"	"Bacteria"	"Spirochaetae"	"Spirochaetes"	"Spirochaetales"	"Spirochaetaceae"	"uncultured bacterium"
"219"	"OTU_DN_6402"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"220"	"OTU_DN_1481"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"221"	"OTU_DN_12148"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"222"	"OTU_DN_2530"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"223"	"OTU_DN_14438"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"224"	"OTU_DN_5681"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"225"	"OTU_DN_7209"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"226"	"OTU_DN_5989"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"227"	"OTU_DN_10636"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"228"	"OTU_DN_1801"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"229"	"OTU_DN_7781"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"230"	"OTU_DN_2440"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"231"	"OTU_DN_13427"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"232"	"OTU_DN_14017"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"233"	"KC620693.1.1473"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"234"	"OTU_DN_4816"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"235"	"OTU_DN_15720"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"236"	"OTU_DN_7020"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"237"	"OTU_DN_2005"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"238"	"OTU_DN_1283"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"239"	"OTU_DN_13281"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"240"	"OTU_DN_4152"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"241"	"OTU_DN_10552"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"242"	"OTU_DN_8756"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"243"	"OTU_DN_2179"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"244"	"GQ472409.1.1410"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"245"	"OTU_DN_6039"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"246"	"OTU_DN_1950"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"247"	"OTU_DN_4422"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"248"	"OTU_DN_17490"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"249"	"OTU_DN_2038"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"250"	"OTU_DN_12399"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"251"	"OTU_DN_3339"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"252"	"OTU_DN_14626"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"	"uncultured Microgenomates group bacterium"
"253"	"OTU_DN_1226"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"254"	"OTU_DN_4667"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"255"	"OTU_DN_6209"	"Bacteria"	"Microgenomates"	"Candidatus Woesebacteria"	NA	NA	NA
"256"	"OTU_DN_12462"	"Bacteria"	"Microgenomates"	"Candidatus Amesbacteria"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"257"	"OTU_DN_18275"	"Bacteria"	"Microgenomates"	"Candidatus Amesbacteria"	"Candidatus Amesbacteria bacterium GW2011_GWA2_42_12"	"Candidatus Amesbacteria bacterium GW2011_GWA2_42_12"	"Candidatus Amesbacteria bacterium GW2011_GWA2_42_12"
"258"	"OTU_DN_18280"	"Bacteria"	"Microgenomates"	"Candidatus Amesbacteria"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"259"	"OTU_DN_3562"	"Bacteria"	"Microgenomates"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"260"	"OTU_DN_3533"	"Bacteria"	"Microgenomates"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"261"	"OTU_DN_15280"	"Bacteria"	"Microgenomates"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"262"	"HQ121081.1.1429"	"Bacteria"	"Microgenomates"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"263"	"JX120451.1.1418"	"Bacteria"	"Microgenomates"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"264"	"OTU_DN_13456"	"Bacteria"	"Microgenomates"	"Candidatus Pacebacteria"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"265"	"OTU_DN_8906"	"Archaea"	"Diapherotrites"	"Diapherotrites Incertae Sedis"	"Unknown Order"	"Unknown Family"	"Diapherotrites archaeon SCGC AAA011-N19"
"266"	"OTU_DN_13180"	"Archaea"	"Diapherotrites"	"Diapherotrites Incertae Sedis"	"Unknown Order"	"Unknown Family"	"Diapherotrites archaeon SCGC AAA011-N19"
"267"	"OTU_DN_16018"	"Archaea"	"Diapherotrites"	"Diapherotrites Incertae Sedis"	"Unknown Order"	"Unknown Family"	"Diapherotrites archaeon SCGC AAA011-N19"
"268"	"KJ566437.1.985"	"Archaea"	"Parvarchaeota"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"269"	"OTU_DN_12867"	"Archaea"	"Parvarchaeota"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"270"	"KJ566463.1.1065"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"271"	"KJ566507.1.954"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"272"	"OTU_DN_5147"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"273"	"OTU_DN_6181"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"274"	"KP308737.1.907"	"Archaea"	"Woesearchaeota (DHVEG-6)"	NA	NA	NA	NA
"275"	"KJ566504.1.953"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"276"	"OTU_DN_13013"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"277"	"OTU_DN_13909"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"278"	"OTU_DN_2108"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"279"	"OTU_DN_12774"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"280"	"OTU_DN_6117"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"281"	"OTU_DN_10219"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"282"	"KF360009.1.1258"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"283"	"OTU_DN_3165"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"284"	"OTU_DN_2568"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"285"	"OTU_DN_2112"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"286"	"OTU_DN_6537"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"287"	"OTU_DN_4505"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"288"	"OTU_DN_3790"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"289"	"OTU_DN_4001"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"290"	"OTU_DN_518"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"291"	"OTU_DN_2015"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"292"	"OTU_DN_2837"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"293"	"OTU_DN_17065"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"294"	"OTU_DN_1480"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"295"	"OTU_DN_8051"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"296"	"OTU_DN_11524"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"297"	"OTU_DN_6475"	"Archaea"	"Woesearchaeota (DHVEG-6)"	NA	NA	NA	NA
"298"	"OTU_DN_6482"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"299"	"OTU_DN_13337"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"300"	"OTU_DN_13315"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"301"	"OTU_DN_2136"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"	"uncultured archaeon"
"302"	"OTU_DN_1172"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"303"	"JF754492.1.914"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"304"	"KJ566458.1.955"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"305"	"OTU_DN_4768"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"306"	"OTU_DN_425"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"307"	"OTU_DN_5705"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"308"	"OTU_DN_1991"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"309"	"OTU_DN_1648"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"310"	"OTU_DN_3897"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"311"	"OTU_DN_5206"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"312"	"OTU_DN_6674"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"313"	"OTU_DN_2480"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"314"	"OTU_DN_6846"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"315"	"OTU_DN_198"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"316"	"OTU_DN_17258"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"317"	"OTU_DN_3287"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"318"	"OTU_DN_5331"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"319"	"OTU_DN_8067"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
"320"	"OTU_DN_6348"	"Archaea"	"Woesearchaeota (DHVEG-6)"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"	"uncultured euryarchaeote"
