	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900	ERR2523251	ERR2523252	ERR2523253	ERR2523254	ERR2523255	ERR2523256	ERR2523257	ERR2523258	ERR2523259	ERR2523260	ERR2523261	ERR2523262	ERR2523263	ERR2523264	ERR2523265	ERR2523266	ERR2523267	ERR2523268	ERR2523269	ERR2523270	ERR2523271	ERR2523272	ERR2523273	ERR2523274	ERR2523275	ERR2523276	ERR2523277	ERR2523278	ERR2523279	ERR2523280
EF020213.1.1404	11	6	3	6	18	11	8	1	19	9	17	5	16	11	13	6	22	3	16	14	20	10	7	12	8	10	9	34	8	17	15	18	23	15	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU941118.1.1394	9	35	5	6	17	10	16	7	23	9	8	10	24	11	29	12	8	6	14	4	19	9	20	6	9	6	14	1	11	6	6	8	5	13	1	10	4	1	0	2	88	136	103	296	79	19	20	38	5	47	38	68	3	26	36	25	160	80	255	15	1	74	373	7	43	158
HM061729.1.1448	2	2	1	0	2	2	2	1	1	2	1	5	1	3	3	3	1	1	1	2	2	2	5	4	0	3	6	1	10	0	2	5	7	10	4	5	0	3	2	3	0	0	3	0	0	4	2	1	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	1	0	1
OTU_dn_902	11	42	13	8	6	4	8	6	4	12	1	1	14	3	1	0	0	3	6	2	8	1	10	1	3	1	6	15	2	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019495.1.1359	13	14	4	25	6	6	5	1	4	9	0	5	6	5	4	2	2	4	8	1	12	3	5	2	5	0	2	1	1	4	5	4	3	1	3	3	61	94	19	39	56	89	66	73	129	76	96	133	143	81	142	66	69	70	46	87	95	142	72	111	104	108	41	52	51	78
FR687417.1.1494	31	162	23	63	124	108	147	59	133	82	47	108	214	126	111	49	92	54	151	80	87	52	81	60	56	49	102	112	77	48	74	51	67	84	40	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM445153.1.1382	2	1	2	3	5	2	0	2	0	1	1	0	1	4	2	0	6	0	1	1	2	1	4	0	1	1	1	4	1	0	4	1	7	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX406270.1.1461	2	3	1	13	1	4	2	3	6	3	1	1	5	5	7	5	2	4	4	5	10	2	0	1	2	1	3	0	2	1	3	8	4	2	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1
OTU_dn_978	9	4	1	3	2	2	6	1	2	2	0	0	2	1	1	1	2	0	0	0	3	1	1	1	4	0	1	6	1	0	1	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN436071.1.1449	7	11	17	5	15	22	11	12	14	11	23	47	13	15	27	21	14	11	12	18	24	41	21	46	30	25	32	21	34	11	24	15	7	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_dn_1556	1	0	1	0	0	0	0	2	0	1	0	1	0	0	5	1	3	0	2	2	0	1	2	0	1	0	1	0	3	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ994345.1.1491	5	1	3	3	0	1	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0
JF155287.1.1344	6	12	7	7	4	26	24	5	19	19	18	8	20	6	15	8	16	12	5	12	11	20	15	21	12	18	37	11	30	16	12	9	12	3	4	5	1	1	0	0	1	1	1	1	0	3	2	0	2	2	8	3	3	1	2	0	4	1	3	1	1	1	3	1	5	1
OTU_dn_3997	2	2	0	0	5	3	1	3	3	3	5	1	5	0	0	1	1	2	0	3	1	1	4	3	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ487985.1.1489	6	4	1	9	5	18	21	7	16	12	11	10	9	9	9	10	25	11	10	15	15	8	16	13	5	3	17	16	50	3	11	6	5	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FM209304.1.1500	7	51	7	56	44	53	41	30	90	4	79	138	92	33	133	340	57	27	151	102	71	21	101	58	154	21	56	83	66	115	20	87	13	10	3	5	14	12	2	3	9	6	7	11	4	14	5	1	14	6	10	25	7	6	2	3	11	6	11	8	8	11	18	5	2	4
OTU_dn_4351	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM061736.1.1445	8	10	8	5	22	7	7	4	13	6	9	13	9	24	22	19	26	3	15	21	12	11	9	13	18	24	15	42	11	23	11	12	44	24	13	23	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	1	0
OTU_dn_4356	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	2	1	1	0	3	0	1	1	0	0	0	0	0	0	0	2	1	0	0	2	2
OTU_dn_1057	14	8	1	11	2	0	2	0	0	2	0	2	5	2	0	0	1	3	0	0	1	2	2	3	0	0	0	0	0	0	1	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB511000.1.1472	4	3	0	14	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	1	1	0	3	1	1	0	1	0	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB672194.1.1440	7	25	7	15	30	14	23	9	30	14	17	19	22	34	48	23	44	13	39	31	30	19	12	26	38	19	28	22	14	11	29	29	68	41	27	34	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
KM205519.1.1483	3	2	0	1	0	5	0	0	1	1	1	1	1	3	1	2	15	1	0	2	1	1	2	2	1	0	2	2	3	0	3	1	8	5	2	5	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	1	0
OTU_dn_7653	1	1	1	0	0	1	0	0	2	0	0	0	0	2	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY326609.1.1408	2	1	0	0	0	1	0	0	3	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	7	4	3	7	8	5	18	22	44	30	31	37	27	12	14	73	30	17	16	30	22	10	19	23	49	42	22	11	12	14	53	12	49	36
OTU_dn_3496	3	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3267	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_822	1	3	0	0	2	0	0	0	3	2	2	4	6	1	0	0	2	1	0	3	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	30	10	0	3	17	9	10	4	9	17	18	10	27	21	44	24	23	11	23	15	13	12	22	21	55	9	51	5	6	3
AY289399.1.1464	3	7	0	1	9	0	5	0	2	1	2	6	4	5	8	4	6	2	5	3	2	6	4	3	6	5	7	3	4	2	3	6	9	7	3	3	9	8	7	7	5	7	19	5	14	9	14	6	11	10	6	15	11	7	9	22	14	10	6	16	4	11	11	19	8	8
AM935541.1.1355	3	0	0	0	1	1	3	0	1	0	4	2	1	5	6	1	3	0	1	0	2	2	1	2	0	4	0	3	3	8	4	1	6	5	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3176	2	2	0	2	0	2	0	1	0	0	0	0	3	0	1	1	1	0	0	0	2	1	1	1	0	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN559187.1.1520	4	12	0	6	11	15	8	6	16	7	4	11	20	10	14	8	10	6	12	13	19	11	7	5	8	6	14	15	14	4	14	9	13	18	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU133874.1.1377	7	9	0	7	11	5	11	0	10	3	5	5	12	11	8	6	13	5	7	11	6	2	2	10	9	15	8	25	8	9	10	7	15	18	31	12	2	5	7	6	0	1	4	0	0	3	2	2	2	4	1	1	1	0	0	2	0	1	0	6	0	2	2	1	4	2
LN563313.1.1320	8	15	1	14	20	13	14	6	9	13	8	10	26	6	5	6	24	2	13	17	8	5	16	3	7	4	11	14	8	13	11	10	16	13	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8001	1	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ500704.1.1474	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM444932.1.1325	7	8	2	9	4	6	5	2	2	3	0	5	8	8	3	4	7	5	5	5	2	6	2	3	1	4	9	5	4	11	2	2	8	6	4	9	0	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2
HM445345.1.1479	7	2	0	4	0	2	1	1	2	0	3	2	2	0	2	1	0	2	2	0	2	0	1	2	0	0	0	1	0	4	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU132445.1.1352	6	10	0	9	7	6	9	0	4	6	2	3	8	7	9	4	8	0	9	8	7	6	6	6	4	2	4	2	7	15	4	14	10	8	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019032.1.1335	7	7	2	3	14	11	15	4	11	12	7	10	19	3	4	0	4	1	9	11	4	4	14	6	1	4	10	8	16	5	6	10	2	1	0	5	1	3	4	8	16	6	7	9	5	9	14	2	9	9	16	7	10	7	10	4	11	10	4	12	13	13	24	3	16	5
OTU_dn_1155	1	0	0	0	0	1	3	0	4	0	1	1	0	3	3	0	1	0	2	1	3	0	0	3	3	1	1	2	2	2	0	1	35	21	39	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_6096	4	0	6	3	3	0	4	2	0	2	1	0	2	0	0	0	1	2	3	3	2	0	1	0	0	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC329605.1.1492	8	125	11	33	38	40	55	13	34	30	23	31	47	12	29	26	11	10	25	22	47	30	132	12	39	13	32	11	19	8	12	13	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
OTU_dn_1830	4	0	1	0	1	0	0	0	0	2	1	1	0	2	1	0	2	2	1	0	1	1	1	0	0	0	3	1	2	0	0	0	3	4	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ782906.1.1474	3	9	7	4	0	2	5	3	5	3	5	6	10	2	4	2	2	5	2	3	4	2	8	5	6	9	7	0	2	0	4	5	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF796787.1.1361	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	2	1	3	0	0	0	0	11	9	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX293308.1.1425	3	10	7	1	14	19	9	7	91	13	58	26	11	22	33	33	13	5	18	63	43	41	6	41	7	22	43	6	67	31	81	39	4	3	2	7	0	3	4	0	22	10	10	18	3	6	0	0	2	3	10	5	4	3	2	6	5	2	15	12	15	3	10	12	4	1
OTU_dn_859	4	6	2	9	3	5	5	0	1	6	1	4	4	1	5	2	2	2	0	0	2	1	1	3	2	0	1	11	1	19	3	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2412	1	4	0	0	0	1	1	2	0	0	0	0	1	0	0	0	2	1	0	1	1	0	2	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_150	5	1	1	2	0	1	0	0	3	0	2	1	1	2	2	2	1	1	1	0	2	0	2	1	0	0	1	3	0	2	1	0	13	8	5	11	30	42	43	60	19	8	16	12	14	21	18	25	21	15	1	13	14	11	17	22	14	25	13	14	8	9	10	5	14	23
OTU_dn_1045	2	7	1	3	1	3	7	0	0	1	3	3	0	3	1	0	3	0	1	1	1	2	5	1	1	2	5	0	1	2	0	2	11	22	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4276	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1048	17	52	11	23	55	52	65	23	97	37	48	71	58	90	61	43	81	13	57	69	67	62	81	69	29	39	93	101	64	36	70	73	44	39	24	58	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ598380.1.1508	7	30	0	7	8	7	15	6	19	14	9	21	16	40	29	13	16	4	31	19	16	22	13	18	25	14	21	17	18	13	17	13	62	52	40	32	22	15	24	16	9	1	18	6	12	10	19	12	21	15	10	15	16	19	8	16	19	8	13	25	9	12	10	17	10	7
EF018069.1.1335	5	0	1	2	0	2	0	2	2	0	1	3	3	3	1	3	0	1	3	2	0	1	2	0	2	1	1	0	3	4	1	1	4	7	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN825570.1.1410	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_dn_11102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_379	4	2	5	6	1	16	4	6	6	13	3	4	7	5	2	2	8	6	12	5	3	5	6	1	1	7	2	9	10	0	6	1	4	7	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU705754.1.1215	4	11	8	16	10	22	13	9	314	26	63	97	26	6	22	12	6	4	7	14	19	14	30	30	26	94	26	0	21	9	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
GQ202668.1.1446	1	0	0	0	3	0	0	0	2	1	0	2	0	0	1	3	0	0	1	1	0	1	0	0	0	0	0	10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1050	3	2	1	0	2	5	0	1	4	3	0	1	1	2	1	3	1	2	2	2	2	2	3	4	2	1	1	0	2	0	0	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2381	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5403	3	0	1	0	0	0	0	1	0	3	0	1	1	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU922903.1.1294	8	8	12	6	3	3	7	6	0	7	13	27	3	19	6	11	1	6	9	11	11	22	7	15	7	3	16	18	7	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1779	1	0	0	0	3	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	13	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2958	1	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	3	0	1	0	1	0	0	1	2	0	1	1	1	0	8	17	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN667814.1.1448	1	0	0	1	0	3	1	0	2	1	0	0	0	1	4	3	4	0	1	2	3	1	3	0	2	1	1	3	1	2	5	1	0	0	0	0	0	0	1	1	8	32	28	51	5	41	25	3	34	8	13	36	15	13	13	4	1	20	94	0	7	34	4	1	10	4
OTU_dn_1297	6	5	1	4	7	4	3	1	3	3	4	0	2	4	1	0	2	3	1	4	4	0	3	0	1	0	2	9	3	7	0	0	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF712864.1.1500	2	0	0	1	1	2	1	0	1	0	1	1	2	0	0	3	2	0	4	2	2	2	0	2	4	1	1	2	2	2	1	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3824	2	0	7	4	1	0	0	2	0	1	0	0	2	0	2	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5929	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX504934.1.1485	8	11	1	11	8	7	15	1	10	4	7	15	13	17	21	10	8	1	11	14	13	20	12	8	15	1	9	6	10	8	16	10	28	47	26	42	153	168	206	175	75	70	45	86	57	35	61	102	49	41	22	30	54	23	26	44	70	84	11	85	31	20	20	76	59	41
OTU_dn_473	1	3	1	7	3	5	6	3	10	4	4	3	2	3	4	4	9	3	4	4	3	2	2	4	4	2	5	3	4	0	8	5	3	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM069100.1.1498	4	13	22	2	26	9	5	5	7	26	15	18	16	11	6	8	10	12	9	10	10	14	16	6	10	12	15	19	11	6	12	12	23	21	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF523987.1.1227	2	0	2	2	0	1	1	0	2	0	0	0	0	2	3	0	2	0	2	0	3	1	2	0	1	1	0	0	0	1	0	2	2	1	1	2	1	1	0	1	0	1	1	0	0	0	4	2	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0
OTU_dn_5717	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF181392.1.1376	4	1	1	1	5	5	7	0	4	1	4	3	3	7	9	2	3	2	2	0	5	9	1	8	3	3	2	1	4	8	4	0	5	16	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU205292.1.1386	6	7	2	11	2	0	4	1	5	2	5	4	11	15	18	0	9	0	5	2	5	6	7	7	3	7	7	3	2	4	4	8	71	41	39	35	89	126	97	113	88	61	55	86	77	84	77	107	85	51	71	41	90	46	55	93	61	91	32	78	23	47	56	42	82	111
HQ597806.1.1505	4	12	3	6	3	4	7	4	10	5	7	11	14	10	9	12	11	3	11	4	9	8	11	6	5	6	7	10	8	10	6	8	15	25	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN408893.1.1447	2	1	2	5	13	0	4	1	11	3	4	1	8	2	6	2	7	0	7	2	2	4	4	6	2	1	2	8	2	0	5	9	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF018126.1.1410	1	2	0	0	1	0	0	1	1	0	0	0	0	5	5	3	1	1	0	0	0	2	3	3	9	0	5	0	0	5	0	2	20	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ543018.1.1478	1	0	2	2	0	1	0	0	0	1	0	1	2	0	0	0	0	6	0	0	1	3	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_10455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
AY921726.1.1377	2	18	5	10	18	27	24	5	16	13	11	12	29	13	29	14	22	4	18	21	23	16	16	16	14	11	19	42	10	11	20	15	14	11	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ597537.1.1484	4	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	2	2	0	1	0	3	2	3	3	2	0	0	6	7	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF018982.1.1393	1	1	0	0	1	0	1	1	0	0	1	1	0	2	3	1	2	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	3	0	0	1	2	2	2	1	0	4	4	1	3	3	4	1	0	4	1	2	4	1	3	4	4	0	2	6	0	2	1	2	0	1
HM265495.1.1353	6	0	3	1	0	2	0	9	2	1	0	0	7	0	0	5	4	6	1	1	0	1	0	3	1	0	1	2	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ119528.1.1508	1	0	2	5	7	0	5	1	1	3	2	4	5	0	0	0	1	5	0	2	4	1	8	0	1	1	2	0	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7251	1	0	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	2	4	2	1	2	1	0	2	0	0	1	1	1	6	3	3	3	1	4	2	3	4	0	2	2	4	1	3	1	3	7	0	0	3
OTU_dn_1343	3	6	2	3	1	1	2	2	2	0	2	2	3	1	5	3	1	3	4	4	0	1	1	1	0	1	2	0	1	0	3	0	5	2	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_603	12	10	5	9	0	6	8	2	4	5	2	4	15	18	15	4	7	3	11	5	11	4	9	6	1	3	4	9	8	11	4	2	25	28	7	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX025750.1.1443	6	4	0	14	3	3	2	2	5	2	2	6	9	16	20	11	9	0	8	6	8	5	3	6	2	3	14	13	7	3	9	8	32	39	12	22	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_1212	1	2	1	1	1	3	3	1	4	0	0	0	2	3	5	3	2	4	3	3	5	0	0	0	0	0	2	0	2	0	0	1	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1046	2	2	0	1	3	0	7	0	0	3	1	0	2	2	1	4	0	1	0	0	0	0	6	1	0	0	3	3	0	1	0	0	6	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_730	4	3	0	1	2	1	7	3	0	4	2	0	3	2	3	0	2	5	1	2	1	0	7	2	1	3	4	8	4	9	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
