COc77203	COc77206	COc77229	COc77230	COc77243	COc77256	COc77265	COc77268	COcCcbulk	COcEcbulk	MRFc1	MRFc2	MRFc3	MRFcbulkcITS	NEc109	NEc118	NEc212	NEc215	NEc311	NEc317	NEc414	NEc416	NEcCcbulk	NEcEcbulk	SVERCc1cITS	SVERCc1	SVERCc2cITS	SVERCc2	SVERCc3cITS	SVERCc3	SVERCcbulkcITS	WAcC1	WAcC2	WAcC3	WAcCcbulk	WAcE1	WAcE2	WAcE3	WAcEcbulk
OTU1213	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1358	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU730	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	6
OTU1236	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU87	0	0	0	0	0	0	0	0	11	0	24	1	1	39	0	0	2	0	1	7	0	0	0	0	0	8	0	73	1289	0	0	0	34	0	0	0	0	0	0
OTU769	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1459	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1091	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU31	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	119	0	0	0	0	0	29	24	0	8728	92	0	11	0	0	23	0	0	0	0	0	0	0	0
OTU1652	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU820	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0
OTU9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	48	225	0	8	63	2799	2352	1126	4365	6656	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU1230	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1447	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU76	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	13	2	50	44	12	10	0	1366	2005	155	3	432	4	96	186	13	0	0	0	0	0	0	0	0
OTU504	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	22	0	0	0	4	0	0	0	0	0	0	0	0
OTU935	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU647	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	12	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1648	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1005	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1585	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1028	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU157	0	0	0	0	0	0	0	0	7	0	49	92	51	402	0	0	1	2	0	5	2	0	0	0	0	0	0	1	0	1	0	2	0	11	30	0	0	0	1
OTU62	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	190	541	158	148	223	509	0	0	0	0	0	0	0	0
OTU1684	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1326	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU135	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	29	0	1	0	3	10	0	0	0	0	0	0	0	0
OTU795	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU441	0	0	0	0	0	0	0	0	5	0	0	0	3	6	0	0	0	10	0	0	2	4	10	16	3	0	3	6	2	0	9	7	0	3	28	1	3	2	25
OTU25	0	0	0	0	0	0	0	0	2	0	3	192	0	5	0	0	0	0	0	0	0	0	0	0	5507	1	3838	1	82	1185	6	0	0	0	0	0	0	0	0
OTU1173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1351	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU27	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5429	35	441	184	368	646	232	0	0	0	0	0	0	0	0
OTU1355	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1708	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	3	0	0	0	0	0	0	0	0
OTU1156	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1581	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU803	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1654	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	74	120	8	64	57	126	0	0	0	0	0	0	0	0
OTU1412	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	171	765	126	778	150	541	0	0	0	0	0	0	0	0
OTU668	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1623	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1247	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU673	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1168	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU703	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU837	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU627	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	0	4	0	5	1	0	1
OTU1264	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
OTU540	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU588	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU937	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	4	0	0	0	0	0	0	0	0
OTU1245	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1655	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU936	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	3	1	0	3	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0
OTU140	0	0	0	0	0	0	0	0	0	2	75	95	20	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU324	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	4	0	11	8	2	14	0	8	0	22	0	0	11	3
OTU751	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	9	1	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1688	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1423	0	0	0	0	0	0	0	0	0	1	0	528	14	1216	0	0	0	0	0	0	0	0	2	0	0	0	0	43	0	0	0	0	0	0	0	0	14	0	0
OTU182	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	7	1	7	0	343	4	1
OTU844	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU479	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	1	6	0	0	0	2	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU73	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	3	0	0	10	2387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU265	0	0	0	0	0	0	0	0	0	2	1	0	2	77	0	2	0	2	2	0	3	0	20	11	0	0	39	0	1	0	28	12	6	0	53	7	7	17	16
OTU475	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
OTU97	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	1	0	19	3	0	0	0	0	0	0	0	0
OTU1359	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0
OTU231	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	285	0	0	0	0	0	0	0	0
OTU869	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU446	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	13	2	1	0	10	0	1	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	997	120
OTU70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	0	1434	0	445	0	0	0	0	0	0	0	0	0	0
OTU312	0	0	0	0	0	0	0	0	0	0	99	1	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU93	0	0	0	0	0	0	0	0	0	0	103	128	46	1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1643	0	0	0	0	0	0	0	0	0	0	81	6	139	255	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	381	45	815	260	641	1195	207
OTU183	0	0	0	0	0	0	0	0	0	0	366	1	2	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU229	0	0	0	0	0	0	0	0	0	0	7	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU23	0	0	0	0	0	0	0	0	0	0	1133	14	1	12155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU345	0	0	0	0	0	0	0	0	0	0	20	0	6	37	33	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1362	0	0	0	0	0	0	0	0	0	0	28	112	134	534	0	0	0	0	0	0	0	0	0	0	413	171	487	156	751	355	477	1	14	5	112	10	15	15	100
OTU547	0	0	0	0	0	0	0	0	0	0	21	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU291	0	0	0	0	0	0	0	0	0	0	23	31	22	238	0	0	0	0	0	0	0	0	0	0	45	4	238	5	52	20	80	0	4	0	0	4	1	37	7
OTU341	0	0	0	0	0	0	0	0	0	0	12	0	72	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
OTU41	0	0	0	0	0	0	0	0	0	0	203	985	417	2147	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU211	0	0	0	0	0	0	0	0	0	0	1	5	0	19	0	0	0	0	0	0	0	1	0	0	2	3	81	2	67	26	69	0	0	0	0	0	0	0	0
OTU177	0	0	0	0	0	0	0	0	0	0	58	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU90	0	0	0	0	0	0	0	0	0	0	109	278	56	754	8	0	2	10	22	21	48	12	335	159	27	36	0	13	6	67	108	4	17	7	8	8	8	5	71
OTU172	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	68	15	0	11	332
OTU1401	0	0	0	0	0	0	0	0	0	0	43	3	4	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU114	0	0	0	0	0	0	0	0	0	0	178	98	58	457	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU899	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	19	10	207	31014	43	1	2	546
OTU297	0	0	0	0	0	0	0	0	0	0	5	1	52	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU593	0	0	0	0	0	0	0	0	0	0	2	24	5	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1472	0	0	0	0	0	0	0	0	0	0	38	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU266	0	0	0	0	0	0	0	0	0	0	2	4	11	30	0	0	0	0	0	0	0	0	0	0	26	14	42	5	238	1	41	0	0	0	3	3	0	2	2
OTU251	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
OTU64	0	0	0	0	0	0	0	0	0	0	12	26	6	93	915	0	0	71	3	12	7	4	33	161	501	8	252	60	454	0	130	0	0	0	0	0	0	2	0
OTU726	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	10	1	0	0	0
OTU430	0	0	0	0	0	0	0	0	0	0	8	9	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	22
OTU134	0	0	0	0	0	0	0	0	0	0	40	2	7	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	29	10	26	4	0	10	46
OTU608	0	0	0	0	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU188	0	0	0	0	0	0	0	0	0	0	66	68	39	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	6	2	1	0
OTU208	0	0	0	0	0	0	0	0	0	0	11	4	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	9	213	5	0	0	0	0	0	0	0	0	0
OTU456	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU594	0	0	0	0	0	0	0	0	0	0	13	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	0	0	0	0
OTU85	0	0	0	0	0	0	0	0	0	0	9	18	2	47	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	86	56	347	82	67	92	1098
OTU256	0	0	0	0	0	0	0	0	0	0	15	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU372	0	0	0	0	0	0	0	0	0	0	4	2	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	4
OTU167	0	0	0	0	0	0	0	0	0	0	23	8	0	102	0	0	0	0	0	0	0	0	0	0	24	2	82	1	134	7	14	0	0	0	0	0	0	0	0
OTU1361	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1419	0	0	0	0	0	0	0	0	0	0	38	105	138	2233	0	0	0	0	0	0	0	0	0	1	417	92	1905	315	1038	211	1184	0	0	0	0	0	0	0	0
OTU397	0	0	0	0	0	0	0	0	0	0	20	5	6	37	0	0	0	0	0	5	8	0	5	4	0	0	0	0	0	0	0	1	8	31	59	16	2	2	101
OTU383	0	0	0	0	0	0	0	0	0	0	11	15	6	96	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	6	12	4	0	0	6
OTU222	0	0	0	0	0	0	0	0	0	0	9	7	4	170	20	59	0	4	2	7	3	2	68	29	0	0	0	0	15	0	9	0	4	0	7	0	0	0	0
OTU139	0	0	0	0	0	0	0	0	0	0	2	3	3	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	35	31	302	25	7	7	241
OTU52	0	0	0	0	0	0	0	0	0	0	47	61	34	359	0	0	0	0	0	0	0	0	0	0	400	48	371	79	1755	104	393	0	0	0	0	0	0	0	0
OTU287	0	0	0	0	0	0	0	0	0	0	32	25	14	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU145	0	0	0	0	0	0	0	0	0	0	21	217	10	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	9	0	8	4
OTU1021	0	0	0	0	0	0	0	0	0	0	10	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU218	0	0	0	0	0	0	0	0	0	0	7	32	195	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU226	0	0	0	0	0	0	0	0	0	0	22	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	169	0	0	0	0	0	0	0	0
OTU782	0	0	0	0	0	0	0	0	0	0	16	1	5	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU392	0	0	0	0	0	0	0	0	0	0	23	3	0	601	4	0	0	2	0	0	2	0	34	0	0	4	0	4	0	0	102	8	49	14	89	2	2	10	67
OTU1107	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU69	0	0	0	0	0	0	0	0	0	0	4	7	2	2455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	36	0	35	4	1	32	175
OTU1155	0	0	0	0	0	0	0	0	0	0	2	20	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	1	0	1	8
OTU635	0	0	0	0	0	0	0	0	0	0	2	2	2	9	0	0	0	0	0	0	0	0	0	0	1	17	0	13	2	1	35	0	0	0	0	0	0	0	0
OTU196	0	0	0	0	0	0	0	0	0	0	28	36	6	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1256	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1691	0	0	0	0	0	0	0	0	0	0	25	18	33	51	19	1	15	34	125	26	65	17	30	14	0	0	0	0	0	0	0	4	101	99	75	32	57	21	6
OTU109	0	0	0	0	0	0	0	0	0	0	3	23	33	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU356	0	0	0	0	0	0	0	0	0	0	3	16	0	35	0	0	0	0	0	0	0	0	0	0	0	1	67	9	0	16	0	0	0	0	0	0	0	0	0
OTU460	0	0	0	0	0	0	0	0	0	0	5	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1062	0	0	0	0	0	0	0	0	0	0	41	35	35	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1360	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1614	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU281	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	147	0	0	0	0	0
OTU201	0	0	0	0	0	0	0	0	0	0	7	7	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	27	14	16	6	6	473
OTU735	0	0	0	0	0	0	0	0	0	0	3	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU527	0	0	0	0	0	0	0	0	0	0	5	5	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU824	0	0	0	0	0	0	0	0	0	0	5	3	4	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU621	0	0	0	0	0	0	0	0	0	0	19	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1097	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU146	0	0	0	0	0	0	0	0	0	0	9	13	0	209	0	0	0	0	0	0	0	0	0	0	0	8	1	4	53	8	6	9	36	37	77	13	0	7	122
OTU1481	0	0	0	0	0	0	0	0	0	0	44	98	25	1426	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1615	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU634	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU847	0	0	0	0	0	0	0	0	0	0	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1266	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1673	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU742	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU236	0	0	0	0	0	0	0	0	0	0	10	0	1	15	15	3	10	15	2	0	13	10	188	53	0	1	0	0	0	6	2	0	0	0	0	0	0	0	0
OTU308	0	0	0	0	0	0	0	0	0	0	3	0	4	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU98	0	0	0	0	0	0	0	0	0	0	6	1	7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	60	0	594	60	12	19	796
OTU602	0	0	0	0	0	0	0	0	0	0	9	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU603	0	0	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU532	0	0	0	0	0	0	0	0	0	0	9	2	8	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	431	1	12	10	16
OTU153	0	0	0	0	0	0	0	0	0	0	2	37	23	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU273	0	0	0	0	0	0	0	0	0	0	7	0	4	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	33	3	0	0	40
OTU319	0	0	0	0	0	0	0	0	0	0	14	0	48	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1363	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU940	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
