OTU	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900
OTU_dn_1551	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	1	0	1	1	0	4	0	0	1	0	1	0	1	1	5	3	2	3
OTU_dn_5952	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	1	1	2	2	0	0	0	0	1	0	4	2
EF516856.1.1486	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GQ169783.1.1440	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	2	1	0	1	0	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0
OTU_dn_4302	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_dn_3798	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0
OTU_dn_5065	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0
OTU_dn_964	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	2	0	1	0	1	2	0	0	0	0	3	0	1	0	3	2	3	0	5	2
OTU_dn_3999	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	1	0	1
FN667520.1.1484	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	4	0	1	0	0	2	0	4	1	3	0	0	3	0	1	3	0	0	0	0
AY177758.1.1510	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	6	0	3	0	0	4	3	1	0
HM480221.1.1494	0	0	0	0	0	0	0	0	1	0	0	4	0	3	3	5	0	0	2	14	2	2	0	1	1	0	1	2	1	0	1	3	3	0	0	0
OTU_dn_3346	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	1	0	1	0	1	2
OTU_dn_3284	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
JF139735.1.1347	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	17	0	0	0	1	2	0	1	2	4	3	0	0	0	0	1	0	1	0	0
OTU_dn_3786	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ004726.1.1333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
JF221784.1.1365	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	2
OTU_dn_4405	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_dn_2416	0	0	0	0	0	0	0	0	1	1	0	2	0	2	2	0	0	0	1	1	1	3	0	1	2	0	1	0	0	0	0	0	3	10	1	4
OTU_dn_3796	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ119531.1.1527	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	2	0	1	1
EU132850.1.1431	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	1	3	0	0	1	0	0	0	1	0	0	1	6	4	0	3
JF221688.1.1375	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
JN178893.1.1496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
JF166678.1.1342	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3505	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_6346	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1
KJ192111.1.1515	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	1	3	0	0	0	1	0	1	0	1
JF703554.1.1369	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0
OTU_dn_4238	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0
EF683063.1.1491	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_dn_5436	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	6	0	3	1	0	0	0	1	3
OTU_dn_3106	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EU132283.1.1380	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	3	1	2	3	1	0	1	2	2	0	0	0	0	0	0	4	6	5	4	6
OTU_dn_4530	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	2	2	4
OTU_dn_1044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	2	0	2	1
AJ863193.1.1469	0	0	0	0	0	0	0	0	2	0	1	0	0	3	2	2	1	0	1	0	1	0	1	3	0	0	2	2	2	1	2	0	0	0	0	1
OTU_dn_2394	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
GQ357647.1.1430	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1348	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	10	0	0	0	0	0	0	0	0
OTU_dn_3722	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
JN859007.1.1392	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_dn_1701	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0
JF176981.1.1332	0	0	0	0	0	0	0	0	1	0	6	1	0	1	1	1	0	0	2	1	1	1	2	1	0	0	1	0	0	1	0	1	9	8	3	6
OTU_dn_5242	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_dn_3060	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0
OTU_dn_3716	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2365	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	3	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3718	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3717	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF025270.1.1366	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0	0	0	2	0	2	1	1	2	2	4	0	3	0	4	2	3	0	0
OTU_dn_3927	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HM445461.1.1324	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	8	6
EU135204.1.1374	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	4	3	2	0	0	0	0	1	2	0	2	0	0
OTU_dn_3733	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0	0
CP001700.6297778.6299284	0	0	0	0	0	0	0	0	1	0	0	0	3	1	2	1	0	0	0	0	4	1	2	2	3	2	3	1	12	5	1	2	0	0	0	0
KC286820.1.1488	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_dn_3709	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1879	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	3	0
AJ292671.1.1494	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF167927.1.1359	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	2	0
EF019601.1.1384	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0
OTU_dn_6254	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_4597	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0
KT308679.1.1455	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
JQ775345.1.1547	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_dn_2861	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_dn_2445	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_dn_4875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0
EU132762.1.1380	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	3	1	0	0
FJ208841.1.1380	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	2	0	0	3	0	2	3
OTU_dn_3261	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0
OTU_dn_5162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	3	2	2	2
EF019688.1.1411	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	2	0	2
HQ010197.1.1362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	1	0	1	1	4	2	3	3
OTU_dn_3734	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1048	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2184	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3479	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0
GQ083830.1.1341	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	7	0	3	0	0	0	0	0	0
OTU_dn_3414	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_2137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3
OTU_dn_4625	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	2	0	5	0	3	1	0	2	0	1	1	0	0	0	0	2	0	0	2	2
OTU_dn_3211	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0	3	0	0	1	0	0
OTU_dn_2033	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_dn_3280	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	1	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	2	0
OTU_dn_3144	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
OTU_dn_3163	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN396950.1.1339	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	1	2	12
OTU_dn_3127	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	2	9	2	0	1
DQ008726.1.1928	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	142	27	43	91	1	0	0	0	0	0	0	0	0	0	0	0
HQ190379.1.1500	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	3	1	11	1
OTU_dn_4448	0	0	0	0	0	0	0	0	2	0	2	1	2	1	0	1	1	0	1	0	1	2	2	1	1	1	8	10	0	0	2	0	3	6	0	3
OTU_dn_3319	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX223117.1.1504	0	0	0	0	0	0	0	0	1	0	4	0	0	4	0	0	4	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1
OTU_dn_3498	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
OTU_dn_5090	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_2904	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0
OTU_dn_5283	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0	1	0	1	3	2	3
KC820877.1.1243	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	3	1	0	0	0	0	1	1	0
OTU_dn_1696	0	0	0	0	0	0	0	0	1	0	0	5	0	0	3	0	2	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	4	1	4
JX505237.1.1431	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	2
OTU_dn_5317	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	1	0	2	0
OTU_dn_4767	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
EU861869.1.1508	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	2	0	2	2	0	3
OTU_dn_3729	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1
OTU_dn_3173	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3175	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ004747.1.1372	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0
OTU_dn_3460	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_dn_4579	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JQ793473.1.1454	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
OTU_dn_3166	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KF740571.1.1371	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JOIG01000027.750.2141	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	1	0	0	0	0	14	1	0	1	0	0	1	1	0	0	0	0	0
JF733437.1.1514	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0
OTU_dn_2447	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	2	0	1	4	4
OTU_dn_4631	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5
OTU_dn_3165	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ438007.1.1502	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AJ318105.1.1476	0	0	0	0	0	0	0	0	2	0	0	0	2	5	0	0	0	0	3	0	1	0	1	0	1	0	1	10	0	2	0	0	13	9	3	0
EU132822.1.1365	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1
OTU_dn_3397	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_2471	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_dn_988	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0
OTU_dn_4526	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU_dn_3380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN568350.1.1370	0	0	0	0	0	0	0	0	2	0	5	5	0	3	0	0	2	0	2	5	0	2	2	0	0	1	1	0	2	0	2	0	3	6	1	3
GQ472345.1.1502	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_3473	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
OTU_dn_3182	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_dn_6220	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	3	0	1	1
JN379416.1.1496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_dn_3426	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	1
OTU_dn_5370	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_3123	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0	1	0	0	2	0	0	1	4	0	0	0	1	0	1	1	0
OTU_dn_3113	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3111	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1180	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	2	0	4	0	4	0	4	3	5	0	0	0	2	0	3	0	5	6	1	4
AY963485.1.1425	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	3	1	6	2
OTU_dn_3107	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ119046.1.1464	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	7	0
OTU_dn_3882	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1
HE974819.1.1492	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	1	1	1	0
GQ105063.1.1344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	1	0
OTU_dn_3497	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	0
OTU_dn_783	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	1	1	1	0	1	2	3	4
OTU_dn_3428	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FJ950542.1.1459	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	0	2	1	0	0	0	0	0	1	0	1	15	1	3	2	7	6	0	1	1
JX114504.1.1483	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP003350.44123.45549	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_dn_5175	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1
OTU_dn_2105	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KU515202.1.1490	0	0	0	0	0	0	0	0	1	0	0	3	2	0	1	3	0	3	2	0	0	0	8	2	0	1	0	0	0	3	1	0	0	0	0	0
FJ592924.1.1341	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0
GQ263297.1.1408	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	5	1	0	0	2	2	1	2	0	2	0	0	0	0	0	0	1	2	0	0
OTU_dn_4434	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
OTU_dn_3213	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4153	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
KC331500.1.1519	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	1	2	0	1	0	3	0	0	4	1	0	3	6	6	5
JQ738722.1.1510	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	4	0	1	2	1	0	0
OTU_dn_3212	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CQ867668.1.1471	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FJ891020.1.1392	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5138	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0
